,Landfill Name,Physical Address,City,State,County,Zip Code,Latitude,Longitude
1445,City of Albemarle LF,40592B Stony Gap Road,Albemarle,NC,Stanly,28001,35.3173,-80.1658
1446,City of Durham SLF,2115 E. Club Boulevard,Durham,NC,Durham,27704,36.02604,-78.85641
1447,City of Greensboro White Street Landfill,2503 White Street,Greensboro,NC,Guilford,27405,36.107,-79.73
1449,Cleveland County LF,"1609 Airport Road
250 Fielding Road",Shelby,NC,Cleveland,28150,35.3287,-81.477
1450,Cliffside South Rutherford County LF,SR 2138 Avondale Landfill Road,Forest City,NC,Rutherford,28043,35.27,-81.806
1451,"Columbus County, ARS",354 Landfill Road SR-1428,Whiteville,NC,Columbus,28472,34.2941,-78.7543
1452,Craven County LF,7400 Old US 70 Highway,New Bern,NC,Craven,28562,35.1682,-77.2282
1453,Cumberland County Ann Street Landfill,698 Ann Street,Fayetteville,NC,Cumberland,28301,35.065,-78.868
1456,Davidson County LF,1242 Old Highway 29,Thomasville,NC,Davidson,27360,35.8324,-80.1756
1457,Davie County LF,360 Dalton Road,Mocksville,NC,Davie,27028,35.87509,-80.52091
1459,East Carolina Regional LF,1922 Republican Road,Aulander,NC,Bertie,27805,36.112286,-77.071925
1461,Edgecombe County LF,2872 Colonial Road,Tarboro,NC,Edgecombe,27886,35.821999999999996,-77.565
1462,Feltonsville Sanitary Landfill,6000 Old Smithfield Road,Apex,NC,Wake,27502,35.681999999999995,-78.85
1463,Foothills Environmental Landfill,2800 Cheraw Road,Lenoir,NC,Caldwell,28645,35.915,-81.593
1464,Franklin County LF,10 Landfill Road,Franklinton,NC,Franklin,27525,36.064,-78.378
1465,Gaston County LF,3155 Philadelphia Church Road,Dallas,NC,Gaston,28034,35.3886,-81.1718
1467,Granville County LF 1,6584 Landfill Road,Oxford,NC,Granville,27565,36.3717,-78.6231
1468,Great Oak Landfill,3597 Old Cedar Falls Road,Randleman,NC,Randolph,27317,35.746,-79.752
1469,Greene County Landfill,105 Landfill Road,Walstonburg,NC,Greene,27888,35.52515,-77.69514000000001
1470,Hanes Mill Road Landfill,325 West Hanes Mill Road,Winston-Salem,NC,Forsyth,27105,36.1869,-80.2806
1471,Harnett County LF,"449 Daniels Road
End of SR-1724",Dunn,NC,Harnett,28334,35.3535,-78.6537
1472,Haywood County LF,Francis Farm Road,Haywood,NC,Haywood,28721,35.504,-82.9588
1473,Haywood County White Oak LF,3898 Fines Creek Road,Waynesville,NC,Haywood,28785,35.66343,-82.99866
1474,Henderson County LF,802 Stoney Mountain Road,Hendersonville,NC,Henderson,28791,35.355,-82.49600000000001
1475,Hertford County LF,Hwy 158 and SR-1203,Winton,NC,Hertford,27986,36.3838,-76.9367
1476,Hoke County LF,Airport Road,Raeford,NC,Hoke,28376,35.01388,-79.19535
1477,Iredell County LF,354 Twin Oaks Road,Statesville,NC,Iredell,28625,35.7768,-80.8244
1480,Johnston County MSW LF,680 County Home Road,Smithfield,NC,Johnston,27577,35.5117,-78.4295
1481,Jones County LF,State Road 1343,Trenton,NC,Jones,28585,35.059,-77.34100000000001
1482,Kersey Valley Landfill,3940 E. Kivett Drive,High Point,NC,Guilford,27263,35.9603,-79.9401
1483,Lee County LF,8200 Landfill Road,Sanford,NC,Lee,27332,35.372,-79.194
1484,Lenoir County LF,2949 Hodges Farm Road,La Grange,NC,Lenoir,28551,35.282,-77.7114
1485,Lincoln County Landfill,5291 Crouse Road,Crouse,NC,Lincoln,28033,35.430224,-81.352521
1486,Macon County LF,1448 Lakeside Drive,Franklin,NC,Macon,28734,35.202,-83.38
1487,Madison County LF 1,389 Long Branch Road,Marshall,NC,Madison,28753,35.8043,-82.6325
1488,Madison County LF 2,271 Craig Rudisill Road,Marshall,NC,Madison,28753,35.809,-82.72
1489,McDowell County LF,3809 NC 226 South,Marion,NC,McDowell,28752,35.657,-81.955
1490,Mecklenburg County LF,7819 Harrisburg Road,Charlotte,NC,Mecklenburg,28215,35.2223,-80.6855
1492,Moore County LF,456 Turning Leaf Way (Landfill Road),Aberdeen,NC,Moore,28315,35.150999999999996,-79.4707
1493,Nash County LF,3057 Duke Road SR 1411,Nashville,NC,Nash,27856,36.0616,-77.9785
1494,New Hanover County Secure Landfill,5210 US Highway 421 North,Wilmington,NC,New Hanover,28401,34.31948,-77.99035
1495,Newton LF,2436 Bethany Church Road,Newton,NC,Catawba,28658,35.6555,-81.1648
1496,North Wake County Landfill,9300 Deponie Drive,Raleigh,NC,Wake,27614,35.908,-78.58
1497,Northampton County LF,NC Highway 305,Jackson,NC,Northampton,27845,36.41012,-77.44038
1498,Onslow County LF,415 Meadowview Road,Jacksonville,NC,Onslow,28540,34.7872,-77.5309
1499,Orange County Regional Landfill,1514 Eubanks Road,Chapel Hill,NC,Orange,27516,35.9685,-79.0834
1501,Pasquotank County LF,983 Simpson Ditch Road,Elizabeth City,NC,Pasquotank,27909,36.24007,-76.26546
1504,Piedmont SLF,9900 Freeman Road,Kernersville,NC,Forsyth,27284,36.1944,-80.0407
1505,Pitt County LF,"3025 Landfill Road
off Allen Road",Greenville,NC,Pitt,27834,35.596,-77.438
1506,Polk County LF,NC Highway 9,Mill Spring,NC,Polk,28722,35.319,-82.184
1507,Randolph County SWF,1254 County Land Road,Randleman,NC,Randolph,27317,35.7558,-79.762
1508,Richmond County LF,197 Walter Kelly Drive,Rockingham,NC,Richmond,28379,35.0155,-79.8088
1509,Riverdale Landfill,5875 Riverdale Drive,Jamestown,NC,Guilford,27282,35.946,-79.907
1510,Robeson County LF,246 Landfill Road,St. Pauls,NC,Robeson,28384,34.79,-78.908
1511,Rockingham County LF,281 Shuff Road,Madison,NC,Rockingham,27025,36.373554,-79.849585
1512,Rowan County LF,789 Campbell Road,Woodleaf,NC,Rowan,27054,35.75701,-80.55715
1513,"Rowland Landfill, Inc.",3000 Gresham Lake Road,Raleigh,NC,Wake,27615,35.88428,-78.58675
1515,Rutherford County LF,656 Laurel Hill Drive,Rutherfordton,NC,Rutherford,28139,35.3492,-81.95201999999999
1516,"Sampson County Disposal, LLC",7434 Roseboro Highway,Roseboro,NC,Sampson,28382,34.982,-78.457
1517,Sampson County LF,7434 Roseboro Highway,Roseboro,NC,Sampson,28382,34.9634,-78.4486
1518,Scotland County LF,SR 1611 & SR 1619,Maxton,NC,Scotland,28352,34.726,-79.383
1520,South Wake LF (New),6300 Old Smithfield Road,Apex,NC,Wake,27539-5353,35.675,-78.85
1521,Stokes County LF,2015 Sizemore Road,Germanton,NC,Stokes,27019,36.3665,-80.2617
1522,Surry County LF 1 & LF 3,"419 Landfill Road
237 Landfill Road",Mt. Airy,NC,Surry,27030,36.4417,-80.5707
1523,Surry County LF 2,"SR 1121
near intersection with SR 1191",Elkin,NC,Surry,28621,36.30021,-80.77122
1524,Swain County LF,Buckner Branch Road SR-1311,Bryson City,NC,Swain,28713,35.4199,-83.4694
1525,Swepsonville LF,"3061 Landfill Road
off Alfred Road",Graham,NC,Alamance,27253,36.015,-79.34917
1526,Thomasville LF-Davidson County,"458 Pine Woods Church Road
(NC Highway 109 & I-85)",Thomasville,NC,Davidson,27360,35.900999999999996,-80.102
1527,Transylvania County SLF,500 Howell Road,Brevard,NC,Transylvania,28712,35.122,-82.844
1528,Tuscarora Long-Term Regional Landfill,7400 Old Highway 70 West,New Bern,NC,Craven,28562,35.16296,-77.22612
1529,Union County LF,2125 Austin Chaney Road,Wingate,NC,Union,28174,35.0355,-80.46300000000001
1530,Upper Piedmont Regional Landfill,9650 Oxford Road,Rougemont,NC,Person,27572,36.324,-78.832
1531,US Army Fort Bragg Landfill,Longstreet Road,Fort Bragg,NC,Cumberland,28307,35.143,-79.05199999999999
1532,US Marine Corps Base Camp Lejeune,Piney Green Road,Camp Lejeune,NC,Onslow,28547,34.688,-77.322
1533,Uwharrie Environmental Regional LF,501 Landfill Road,Mount Gilead,NC,Montgomery,27306,35.3415,-79.961
1534,Vance County LF,3181 NC Highway 39 N.,Henderson,NC,Vance,27537,36.367,-78.4212
1536,Watauga County Landfill,336 Landfill Road,Boone,NC,Watauga,28607,36.2185,-81.63
1537,Wayne County LF,460B South Landfill Road,Dudley,NC,Wayne,28333,35.2908,-78.0647
1539,Wilder's Grove Landfill,"4120 New Bern Avenue
800 Corporation Parkway",Raleigh,NC,Wake,27610,35.789,-78.5669
1541,Wilkes County LF 2,9219 Elkin Highway NC 268 East,Roaring River,NC,Wilkes,28669,36.2093,-80.9869
1542,Wilson County LF,"4537 Landfill Road
2400 Highway 42 E",Wilson,NC,Wilson,27893,35.7155,-77.8451
1543,Yancey/Mitchell County LF,66 EnergyXchange Drive,Burnsville,NC,Yancey,28714,35.930412,-82.178618
1546,City of Fargo Landfill,4501 7th Avenue North,Fargo,ND,Cass,58102,46.8835,-96.8613
1547,City of Minot LF,20th Avenue SW,Minot,ND,Ward,58701,48.2113,-101.352
1548,Dakota MSW Landfill,7972 129th Avenue SE,Gwinner,ND,Sargent,58040,46.2401,-97.6952
1550,Grand Forks Active Landfill,5500 54th Avenue North,Grand Forks,ND,Grand Forks,58203,47.980171,-97.117604
1551,Grand Forks Landfill,2350 83rd Street N,Grand Forks,ND,Grand Forks,58203,47.943999999999996,-97.148
1554,McDaniel Landfill,12300 247th Avenue SE,Sawyer,ND,Ward,58781,47.975,-101.105
1559,Alliance Disposal Area LF,1439 E. Kansas Street,Alliance,NE,Box Butte,69301,42.0902,-102.84788
1560,Beatrice Disposal Area LF,3426 W Locust Road,Beatrice,NE,Gage,68310,40.21986,-96.76866
1561,Bluff Road Landfill,6001 Bluff Road,Lincoln,NE,Lancaster,68517,40.9146,-96.6379
1562,Butler County Landfill Inc.,3588 Road R,David City,NE,Butler,68632,41.2613,-97.0423
1564,"Community Refuse Disposal, Incorporated - Norfolk",837th Road,Norfolk,NE,Madison,68701,41.960578000000005,-97.373175
1565,Douglas County Landfill,12608 State Street,Omaha,NE,Douglas,68142,41.3357,-96.1101
1566,Douglas County Recycling and Disposal Facility LF,14320 North 216th Street,Bennington,NE,Douglas,68007,41.385,-96.241
1567,Fremont Landfill,Highway 77 S,Inglewood,NE,Dodge,68026,41.40912,-96.5012
1568,G&P Development Inc. Landfill,427 South 238th Road,Milford,NE,Seward,68405,40.747,-97.05
1570,Grand Island Regional Landfill,19550 W. Husker Highway,Shelton,NE,Hall,68876,40.895,-98.71799999999999
1571,Hastings SLF,725 S. Southern Hills Drive,Hastings,NE,Adams,68901,40.57,-98.43299999999999
1572,Holdrege Prairie Hill Landfill,506 13th Street,Holdrege,NE,Phelps,68949,40.418,-99.374
1573,J Bar J Landfill,323.3 Road 770,Ogallala,NE,Perkins,69153,40.984153000000006,-101.818187
1574,Kearney Area Solid Waste Agency Landfill,6711 W 56th Street,Kearney,NE,Buffalo,68845,40.73,-99.176
1576,L.P. Gill LF,1402 Highway 20,Jackson,NE,Dakota,68743,42.47269,-96.61456
1577,Lexington Area Solid Waste Agency Landfill,76460 NE-21,Lexington,NE,Dawson,68850,40.915,-99.75
1580,NNSWC LF,57220 825th Road,Clarkson,NE,Stanton,68629,41.786,-97.09200000000001
1581,North 48th Street Landfill,5101 N. 48th Street,Lincoln,NE,Lancaster,68504,40.867,-96.65333000000001
1582,North Platte Disposal Area LF,W. South River Road,North Platte,NE,Lincoln,69101,41.11578,-100.80572
1583,Otoe County LF,2524 N. 22nd Street,Nebraska City,NE,Otoe,68410,40.704744,-95.873336
1584,Plattsmouth LF,Horning Road,Plattsmouth,NE,Cass,68048,40.976817,-95.87283000000001
1585,Sarpy County SLF,14414S. 156th Street,Springfield,NE,Sarpy,68059,41.0993,-96.1628
1586,Scottsbluff Disposal LF,260275 County Road M,Scottsbluff,NE,Scotts Bluff,69361,41.84531,-103.57253
1590,York County LF,1214 Road 15,York,NE,York,68467,40.905,-97.604
1595,City of Keene Landfill,55 Old Summit Road,Keene,NH,Cheshire,3431,42.9792,-72.3526
1596,Colebrook Landfill,88 Skyline Drive,Colebrook,NH,Coos,3576,44.879259999999995,-71.48174
1597,Concord Suncook Road Landfill Pre-1981,Old Suncook Road,Concord,NH,Merrimack,3301,43.191746,-71.504514
1601,Dunbarton LF,Dunbarton Road,Manchester,NH,Hillsborough,3108,43.018,-71.488
1602,Durham Primary Landfill,100 Durham Point Road,Durham,NH,Strafford,3824,43.123000000000005,-70.9015
1603,Effingham Municipal Sanitary Landfill,Snow Road,Effingham,NH,Carroll,3882,43.740953000000005,-71.004205
1604,Errol Municipal Landfill,"593 Colebrook Road
Rural Route 26",Errol,NH,Coos,3579,44.788562,-71.157323
1606,Former Dover Municipal Landfill,River Street,Dover,NH,Strafford,3820,43.194703999999994,-70.86479
1607,Four Hills Landfill,840 West Hollis Street Route 111,Nashua,NH,Hillsborough,3062,42.728,-71.518
1610,Hampton Municipal Landfill,"Hardardt's Way
Off Landing Road",Hampton,NH,Rockingham,3842,42.927,-70.82300000000001
1615,Kingston Landfill,265 Route 125,Kingston,NH,Rockingham,3848,42.91258,-71.05467
1616,Laconia Disposal Gardens,Route 11B (Endicott Street E),Laconia,NH,Belknap,3246,43.596000000000004,-71.4358
1617,Lebanon Regional Solid Waste Facility,"370 Plainfield Road
Route 12-A",West Lebanon,NH,Grafton,3784,43.6139,-72.3267
1618,Loudon Municipal Landfill,Route 106 and Dump Road,Loudon,NH,Merrimack,3307,43.312163,-71.474137
1620,Manchester Dunbarton Road Landfill,551 Dunbarton Road,Manchester,NH,Hillsborough,3102,43.0177,-71.4894
1621,Merrimack Landfill,2 Farmer Road,Merrimack,NH,Hillsborough,3054,42.8669,-71.5122
1622,Milford Municipal Landfill,76 North River Road,Milford,NH,Hillsborough,3055,42.8426,-71.6639
1623,Milton Municipal Landfill,803 White Mountain Highway,Milton,NH,Strafford,3851,43.4327,-70.9908
1624,Mount Carberry Landfill,80 Hutchins Street,Berlin,NH,Coos,3570,44.475,-71.16199999999999
1627,North Country Environmental Services LF,581 Trudeau Road,Bethlehem,NH,Grafton,3574,44.26,-71.628
1629,Raymond Municipal Landfill,Prescott Road,Raymond,NH,Rockingham,3077,43.012334,-71.159446
1631,Sandwich Municipal Landfill,"465 Holderness Road
Route 113",Center Sandwich,NH,Carroll,3227,43.8078,-71.4883
1632,Shelburne Municipal Landfill,"11 Landfill Road
Off U.S. Hwy 2",Shelburne,NH,Coos,3581,44.3948,-71.0454
1633,Tamworth Landfill,"Hackett Hill Road
Durrell Road",Tamworth,NH,Carroll,3886,43.838902000000004,-71.269204
1634,Thornton Municipal Landfill,1629 NH-175,Thornton,NH,Grafton,3285,43.878,-71.6555
1636,Tuftonboro Landfill,250 Mountain Road Route 171,Center Tuftonboro,NH,Carroll,3816,43.6869,-71.2704
1637,Turnkey Recycling and Environmental Enterprise (TREE),90 Rochester Neck Road,Rochester,NH,Strafford,3839,43.2448,-70.9695
1638,Wakefield Landfill,330 Rines Road,Wakefield,NH,Carroll,3872,43.4379,-71.0267
1639,Atlantic County Utilities Authority Landfill,6700 Delilah Road,Egg Harbor Township,NJ,Atlantic,08234-5623,39.426,-74.54
1640,Burlington County SLF,21939 Columbus Road,Bordentown,NJ,Burlington,8505,40.076,-74.76
1641,Cape May County MUA Secure Landfill,Kearney Avenue & 2050 Route 610,Woodbine,NJ,Cape May,8270,39.2294,-74.7749
1642,Cumberland County SWC,169 Jesse Bridge Road,Millville,NJ,Cumberland,8332,39.45,-75.0996
1644,Edgeboro LF,Edgeboro Road,East Brunswick,NJ,Middlesex,8816,40.474167,-74.39483299999999
1645,Edison Township SLF,Meadow Road,Edison,NJ,Middlesex,8837,40.4894,-74.3832
1647,Gloucester County Solid Waste Complex,503 Monroeville Road,Swedesboro,NJ,Gloucester,8085,39.7125,-75.285
1653,Kingsland Landfill,100 Disposal Road,North Arlington,NJ,Bergen,7031,40.784,-74.113
1654,Kinsley's LF,2025 Delsea Drive,Sewell,NJ,Gloucester,8080,39.79,-75.0998
1655,L & D LF,"North of Route 38
1 mile West of Route 206",Mount Holly,NJ,Burlington,8060,39.9835,-74.7725
1656,Linden City SLF,1451 Lower Road,Linden,NJ,Union,7036,40.6073,-74.2466
1657,Middlesex County LF,53 Edgeboro Road,East Brunswick,NJ,Middlesex,8816,40.4688,-74.3961
1658,Monmouth County Reclamation Center,6000 Asbury Avenue,Tinton Falls,NJ,Monmouth,7753,40.245,-74.115
1659,NJMC 1-E Landfill,100 Baler Boulevard,North Arlington,NJ,Bergen,7031,40.77,-74.117
1660,Ocean County LF,2498 Route 70,Manchester,NJ,Ocean,8759,40.025,-74.255
1661,Parklands Reclamation Project,1070 Route 206,Bordentown,NJ,Burlington,8505,40.1272,-74.7111
1662,Pennsauken SLF,9600 River Road,Pennsauken,NJ,Camden,8110,39.991,-75.0342
1663,Pinelands Park LF,3024 Ocean Heights Avenue,Egg Harbor Township,NJ,Atlantic,8234,39.383004,-74.633201
1664,Salem County SLF,36 McKillip Road,Alloway,NJ,Salem,8001,39.5869,-75.3785
1665,Sussex County LF 1-E,34 South Route 94,Lafayette,NJ,Sussex,7848,41.093999999999994,-74.6719
1666,Warren County District Landfill,"502 Mt Pisgah Avenue
E Quarry Road",Oxford,NJ,Warren,7863,40.822044,-75.006147
1667,Caja del Rio Landfill,149 Wildlife Way,Santa Fe,NM,Santa Fe,87506,35.677746,-106.087855
1668,Camino Real Landfill,1000 Camino Real Boulevard,Sunland Park,NM,Dona Ana,88063,31.79,-106.59200000000001
1669,Cerro Colorado LF,18000 Cerro Colorado SW,Albuquerque,NM,Bernalillo,87121,35.0105,-106.87700000000001
1670,Clovis Regional Solid Waste Facility,801 S Norris Street,Clovis,NM,Curry,88101,34.390245,-103.17840799999999
1671,Corralitos Regional Landfill,14535 Robert Larson Boulevard,Las Cruces,NM,Dona Ana,88005,32.245,-107.03
1673,Lea County Landfill,"3219 East State Road 234
5 to 6 miles east of Eunice",Eunice,NM,Lea,88231,32.4283,-103.07
1674,Los Alamos County LF,3701 East Jemez Road,Los Alamos,NM,Los Alamos,87544,35.8752,-106.31
1675,Los Angeles Landfill,4300 Alameda Blvd NE,Albuquerque,NM,Bernalillo,87113,35.1808,-106.602
1676,Northeastern New Mexico Regional Landfill,39346 Frontage Road,Wagon Mound,NM,Mora,87752,35.993491999999996,-104.725995
1677,Otero/Greentree Regional Landfill,24 miles south of Alamogordo on U.S. Highway 54,Alamogordo,NM,Otero,88310,32.5642,-106.029
1678,Rio Rancho Landfill,1132 33rd Street,Rio Rancho,NM,Sandoval,87124,35.2744,-106.671
1679,San Juan County Regional Landfill,"3140 #78
8 mi NE of Farmington",Aztec,NM,San Juan,87410,36.783,-108.0402
1680,Sand Point Landfill,164 Landfill Road,Carlsbad,NM,Eddy,88220,32.500534,-104.06916700000001
1681,Sandoval County Landfill,2708 Iris Road NE,Rio Rancho,NM,Sandoval,87144,35.3064,-106.6284
1683,Apex Regional LF,13550 US Highway 93 North,Las Vegas,NV,Clark,89165,36.374,-114.86518000000001
1684,Battle Mountain Sanitary Landfill,"NV-305
3.5 miles South of town",Battle Mountain,NV,Lander,89820,40.6029,-116.9815
1685,Boulder City LF,2500 South Utah Street,Boulder City,NV,Clark,89005,35.96436,-114.81342
1686,Carson City Sanitary Landfill,"7001 Highway 50 E
3600 Flint Drive",Carson City,NV,Carson City,89701,39.192,-119.675
1687,City of Elko Municipal Landfill,2200 Pinion Road,Elko,NV,Elko,89801,40.838,-115.7225
1688,Crestline Sanitary Landfill,"20601 Crestline Road
10 mi S of INT with SR-319",Panaca,NV,Lincoln,89042,37.6631,-114.1286
1690,Ely Sanitary Landfill,1003 Lackawanna Road,Ely,NV,White Pine,89301,39.2722,-114.8724
1691,Eureka Sanitary Landfill,Wittenburg Road,Eureka,NV,Eureka,89316,39.522803,-115.955997
1692,Goldfield Sanitary Landfill,Off Hwy 95,Goldfield,NV,Esmeralda,89013,37.728419,-117.266076
1693,Hawthorne Sanitary Landfill,Corey View Drive,Hawthorne,NV,Mineral,89415,38.504181,-118.668617
1694,Laughlin Landfill,"Needles Highway
1/4 mile south of Highway 163",Laughlin,NV,Clark,89029,35.180611,-114.635802
1695,Lockwood Regional LF,2700 E. Mustang Road,Sparks,NV,Storey,89434,39.494,-119.615
1696,Mesquite Sanitary Landfill,3200 Mesquite Heights Road,Mesquite,NV,Lincoln,89034,36.8922,-114.0759
1700,Pahrump Valley Sanitary Landfill,"1631 E. Mesquite Avenue
East of Highway 160",Pahrump,NV,Nye,89060,36.2465,-115.9826
1701,Pershing County Sanitary Landfill,"Lone Mountain Road
Old Toll Road",Lovelock,NV,Pershing,89419,40.184063,-118.545254
1702,Round Mountain Sanitary Landfill,"Off Hwy 376
Dump Road",Round Mountain,NV,Nye,89045,38.743362,-117.10952900000001
1703,Russell Pass Sanitary Landfill,"Schurz Highway (Hwy 95)
15 miles S of Fallon",Fallon,NV,Churchill,89406,39.231538,-118.733792
1704,Sunrise Landfill,7900 E. Vegas Valley Drive,Las Vegas,NV,Clark,89142,36.141201,-114.99908
1705,Tonopah Sanitary Landfill,"Off U.S. Hwy 6
6 miles E of Tonopah",Tonopah,NV,Nye,89049,38.061362,-117.16048400000001
1706,Tonopah Test Range Sanitary Landfill,Tonopah Test Range Airport,Tonopah,NV,Nye,89049,37.802876,-116.76224099999999
1709,Al Turi LF,73 Hartley Road,Goshen,NY,Orange,10924,41.39763,-74.32233000000001
1710,Albany Landfill,525 Rapp Rd N,Albany,NY,Albany,12205,42.7036,-73.8466
1711,Allegany County LF,6006 County Road 48 (River Road),Angelica,NY,Allegany,14709,42.2639,-78.0409
1712,Auburn SLF #1 & #2,311 N. Division Street,Auburn,NY,Cayuga,13021,42.9528,-76.5872
1714,Ava Landfill,7044 State Route 294,Boonville,NY,Oneida,13309,43.452965,-75.411583
1715,Blydenburgh Road Landfill,440 Blydenburgh Road,Hauppauge,NY,Suffolk,11788,40.814,-73.1806
1716,Bristol Hill SLF,3125 State Route 3,Fulton,NY,Oswego,13069,43.348,-76.34
1717,Brookfield Avenue Landfill,575 Arthur Kill Road,Staten Island,NY,Richmond,10308,40.561667,-74.160167
1718,Brookhaven LF,"350 Horseblock Road
(Horseblock & Sunrise Highway)",Yaphank,NY,Suffolk,11980,40.795,-72.931
1719,Broome County Landfill,286 Knapp Road,Binghamton,NY,Broome,13905,42.2368,-75.98338000000001
1721,Chaffee LF,10860 Olean Road,Chaffee,NY,Erie,14030,42.582,-78.505
1722,Chautauqua County Landfill,3889 Towerville Road,Jamestown,NY,Chautauqua,14701,42.2015,-79.3156
1723,Chemung County Landfill,1488 County Road 60,Elmira,NY,Chemung,14901,42.037,-76.682
1725,Chenango County Landfill,439 County Road 47,Norwich,NY,Chenango,13815,42.57,-75.6765
1727,City of Gloversville Landfill,E. Fulton Street Extension (Route 29A),Gloversville,NY,Fulton,12078,43.048833,-74.31066700000001
1728,Clifton Park LF,217 Vischer Ferry Road,Rexford,NY,Saratoga,12065,42.8246,-73.8255
1729,Clinton County Regional Landfill,286 Sand Road,Morrisonville,NY,Clinton,12962,44.691,-73.594
1730,Cortland County SLF,4708 Town Line Road,McGraw,NY,Cortland,13101,42.5932,-76.0782
1731,Croton Point Landfill,"Half Moon Bay Drive
Croton Point Avenue",Croton-on-Hudson,NY,Westchester,10520,41.1872,-73.8871
1733,DANC Solid Waste Management Facility,23400 NYS State Route 177,Rodman,NY,Jefferson,13682-0003,43.82,-75.918
1734,Delaware County LF,32230 State Highway 10,Walton,NY,Delaware,13856,42.158,-75.05199999999999
1738,East Northport SLF,Town Line Road,East Northport,NY,Suffolk,11725,40.88,-73.289
1740,Edgemere SLF,51st and Almeda Street,Far Rockaway,NY,Queens,11691,40.6025,-73.78
1743,Former Town of Babylon Landfill,185 Edison Avenue,West Babylon,NY,Suffolk,11704,40.732333000000004,-73.381333
1745,Fountain Avenue LF,950 Fountain Avenue,Brooklyn,NY,Kings,11208,40.65549,-73.86208
1746,Franklin County Regional Landfill,828 County Route 20,Constable,NY,Franklin,12926,44.9815,-74.3323
1747,Fresh Kills SLF,1010 Muldoon Avenue,Staten Island,NY,Richmond,10312,40.571999999999996,-74.188
1748,Fulton County LF,847 Mud Road,Johnstown,NY,Fulton,12095,43.0127,-74.4725
1749,Green Ridge Landfill,57 Peters Road,Northumberland,NY,Saratoga,12831,43.186546,-73.614199
1750,Haverstraw SLF,555 Beach Road at Grassy Point Road,Haverstraw,NY,Rockland,10993,41.2129,-73.9698
1751,High Acres LF and Recycling Center,425 Perinton Parkway,Fairport,NY,Monroe,14450,43.08695,-77.37943
1753,Hyland LF,6653 Herdman Road,Angelica,NY,Allegany,14709,42.285,-78.015
1756,Madison County Landfill,6663 Buyea Road,Canastota,NY,Madison,13032,43.0308,-75.7045
1758,Mill Seat LF,303 Brew Road,Bergen,NY,Monroe,14416,43.06504,-77.9328
1759,Modern Landfill Inc,1445 Pletcher Road,Youngstown,NY,Niagara,14174,43.210708000000004,-78.97899699999999
1760,Mohawk Valley SLF,3020 Southside Road,Frankfort,NY,Herkimer,13340,43.0728,-75.1303
1761,Monroe Livingston SLF,1241 South Road,Scottsville,NY,Livingston,14546,42.9903,-77.7937
1763,New Bath Landfill,5632 Turnpike Road,Bath,NY,Steuben,14810,42.318000000000005,-77.382
1764,Niagara Falls Landfill,5600 Niagara Falls Boulevard,Niagara Falls,NY,Niagara,14304,43.090759999999996,-78.9998
1765,Niagara Landfill,4825 River Road,Tonawanda,NY,Erie,14150,42.998999999999995,-78.925
1767,North Sea LF,1370 Major's Path,Southampton,NY,Suffolk,11968,40.931,-72.395
1769,Oceanside LF,3737 Long Beach Road,Oceanside,NY,Nassau,11572,40.6186,-73.63600000000001
1771,Ontario County SLF,"3555 Post Farm Road
1879 State Route 5 & 20",Stanley,NY,Ontario,14561,42.8591,-77.0804
1772,Orange County LF,21 Training Center Lane Rt. 17M,New Hampton,NY,Orange,10958,41.39,-74.405
1776,Philipstown SLF,Lane Gate Road,Cold Spring,NY,Putnam,10516,41.425,-73.9185
1777,"Port Washington LF, L-5",802 West Shore Road,Port Washington,NY,Nassau,11050,40.818000000000005,-73.6667
1778,Queensbury LF,1396 Ridge Road,Queensbury,NY,Warren,12804,43.393,-73.6155
1780,Saratoga Springs LF,Weibel Avenue,Saratoga Springs,NY,Saratoga,12866,43.09,-73.7439
1782,Seneca Meadows SWMF,1786 Salcman Road,Waterloo,NY,Seneca,13165,42.91795,-76.84716
1783,Smithtown Municipal Services Facility,85 Old Northport Road,Kings Park,NY,Suffolk,11754,40.8752,-73.2789
1784,Sullivan County LF,91 Landfill Drive,Monticello,NY,Sullivan,12701,41.64,-74.66
1786,Tonawanda Landfill,E. Park Drive,Tonawanda,NY,Erie,14150,42.997,-78.889
1787,Town of Colonie SLF,1319 New Loudon Road,Cohoes,NY,Albany,12047,42.807825,-73.730981
1790,Troy SLF,Industrial Park Road,Troy,NY,Rensselaer,12180,42.6988,-73.67
1791,Village of Lake George Landfill,124 Transfer Road,Lake George,NY,Warren,12845,43.401,-73.72800000000001
1793,Watertown Landfill,Card Road,Black River,NY,Jefferson,13612,43.9851,-75.7407
1795,Akron Regional Landfill,1585 Hardy Road,Akron,OH,Summit,44313,41.153999999999996,-81.56
1796,American LF,7916 Chapel Street SE,Waynesburg,OH,Stark,44688,40.72,-81.264
1797,Apex Sanitary Landfill,11 County Road 78,Amsterdam,OH,Jefferson,43903,40.435,-80.91
1799,Athens-Hocking Reclamation Center,"17970 Diamond Brick Road
(Old U.S. Route 33)",Nelsonville,OH,Athens,45764,39.46,-82.279
1800,Bedford #1 and #2 LFs,970 Claycraft Road,Gahanna,OH,Franklin,43230,39.9929,-82.848
1801,Beech Hollow SLF,28 A W Long Road,Wellston,OH,Jackson,45692,39.1237,-82.4882
1802,Bigfoot Run Landfill,2420 Mason Morrow Millgrove Road,Morrow,OH,Warren,45152,39.3644,-84.1673
