,Landfill Name,Physical Address,City,State,County,Zip Code,Latitude,Longitude
0,Anchorage Regional Landfill,15500 E. Eagle River Loop Road,Eagle River,AK,Anchorage,99577,61.29328100000001,-149.602138
1,Capitol Disposal Landfill,5600 Tonsgard Court,Juneau,AK,Juneau,99801,58.3528,-134.4947
2,Central Peninsula Landfill (CPL),46915 Sterling Highway,Soldotna,AK,Kenai Peninsula,99669,60.447140000000005,-151.10369
4,Merrill Field Landfill,800 Merrill Field Drive,Anchorage,AK,Anchorage,99501,61.21266,-149.84011999999998
5,Palmer Central Landfill,"1201 N. 49th State Street
Just off the Palmer-Wasilla Highway",Palmer,AK,Matanuska-Susitna,99645,61.59,-149.21
6,South Cushman Landfill,455 Sanduri Street,Fairbanks,AK,Fairbanks North Star,99701,64.80476,-147.70085
7,Unalaska Landfill,1181 Summer Bay Road,Unalaska,AK,Aleutians West,99685,53.88463,-166.50656999999998
8,Advanced Disposal Cedar Hill Landfill,1319 N. Business Creek Road,Ragland,AL,St. Clair,35131,33.68345,-86.25272
9,Advanced Disposal Star Ridge Landfill,3301 Acmar Road,Moody,AL,St. Clair,35004,33.605270000000004,-86.51658
10,Arrowhead Landfill,"On Cahaba Road
Entrance at 626 Tayloe Road",Uniontown,AL,Perry,36786,32.413000000000004,-87.4685
11,Athens/Limestone County SLF MSWLF,"Strain Road
off Highway 31",Athens,AL,Limestone,35611,34.7634,-86.9399
12,Bishop Landfill Company,379 Pleasant Grove Cutoff Road,Albertville,AL,Marshall,35950,34.27823,-86.33707
13,Black Warrior Solid Waste Facility,3301 Landfill Drive,Coker,AL,Tuscaloosa,35452,33.243140000000004,-87.66585
14,Blount County/Nectar/Hayden LF & TS,2390 Armstrong Loop,Hayden,AL,Blount,35079,33.8888,-86.712
15,Brundidge Landfill,515 Cleanwater Drive,Brundidge,AL,Pike,36010,31.7041,-85.8299
16,Calhoun County SLF,3625 Morrisville Road,Anniston,AL,Calhoun,36201,33.675,-85.92
17,Chastang SLF,17045 Highway 43,Mt. Vernon,AL,Mobile,36560,31.061790000000002,-88.02503
19,City of Decatur-Morgan County Regional MSW Landfill,500 Landfill Drive,Trinity,AL,Morgan,35673,34.6175,-87.10163
20,City of Dothan SLF MSWLF,1290 Burkett Road,Dothan,AL,Houston,36303,31.238766,-85.356721
21,Coffee County Sanitary Landfill,7733 Highway 125,Elba,AL,Coffee,36323,31.507053000000003,-86.000975
23,Cullman Environmental Waste Management Center,2805 AL Highway 69 South,Cullman,AL,Cullman,35057,34.02878,-86.90069
24,Eastern Area Landfill,2787 Alton Drive,Birmingham,AL,Jefferson,35210,33.5978,-86.6288
25,Florence SLF MSWLF,"29485 Waterloo Road & Savannah Highway
State Highway 20",Florence,AL,Lauderdale,35630,34.806005,-87.714765
26,Florence SLF MSWLF (Old),Irvine Avenue,Florence,AL,Lauderdale,35630,34.803000000000004,-87.7058
27,Huntsville MSWLF,4100 Leeman Ferry Road SW,Huntsville,AL,Madison,35804,34.6885,-86.59200000000001
28,Irvington SLF,7195 Half Mile Road,Irvington,AL,Mobile,36544,30.490688000000002,-88.210629
29,Jefferson County LF No. 1,101 Barber Boulevard,Gardendale,AL,Jefferson,35071,33.711,-86.87299999999999
30,Jefferson County LF No. 2,7035 Narrows Road,Pinson,AL,Jefferson,35126,33.7077,-86.7104
31,Magnolia Subtitle D MSW LF,15140 County Road 49,Summerdale,AL,Baldwin,36580,30.45727,-87.7761
33,Morris Farm Landfill,4 County Road 418,Hillsboro,AL,Lawrence,35643,34.70381,-87.22116
34,New Georgia MSWLF,2800 47th Avenue North,Birmingham,AL,Jefferson,35207,33.585,-86.815
35,North Montgomery SLF MSWLF,115 Division Street,Montgomery,AL,Montgomery,36104,32.4131,-86.3245
36,Pine View SLF MSWLF,2730 Bryan Road,Dora,AL,Walker,35062,33.71458,-87.04981
37,Salem Landfill,4210 Lee Road 183,Opelika,AL,Lee,36804,32.65347,-85.2636
38,Sand Valley Landfill,3345 County Road 209,Collinsville,AL,DeKalb,35961,34.342,-85.86200000000001
40,Scottsboro Landfill,650 County Road 412,Hollywood,AL,Jackson,35768,34.756,-85.919
41,Shannon SLF,2785 Shannon Oxmoor Road,Birmingham,AL,Jefferson,35211,33.42488,-86.85479000000001
42,Shelby County Highway 70 Landfill,"4154 Highway 70
401 Landfill Road",Columbiana,AL,Shelby,35051,33.171785,-86.687566
43,Shoals Solid Waste Disposal Authority (SSWDA) LF,2015 Missouri Street Highway 43 S,Tuscumbia,AL,Colbert,35674,34.694,-87.6609
44,"Stones Throw Landfill, LLC",1303 Washington Boulevard,Tallassee,AL,Tallapoosa,36078,32.5154,-85.8311
45,Three Corners Landfill,2205 County Road 6,Piedmont,AL,Cherokee,36272,33.9962,-85.7254
46,Timberlands Landfill,22800 Highway 41,Brewton,AL,Escambia,36426,31.2593,-87.1923
47,"Turkey Trot Landfill, LLC",2328 Mannish Ryan Road,Citronelle,AL,Washington,36522,31.158479999999997,-88.19
50,Willow Ridge Landfill,10512 Highway 13,Haleyville,AL,Winston,35565,34.17569,-87.60779000000001
52,City of Conway Landfill,4550 Highway 64 West,Conway,AR,Faulkner,72032,35.1119,-92.5068
55,City of Morrilton Landfill,51 Dump Road,Morrilton,AR,Conway,72110,35.1297,-92.6976
56,Craighead County Solid Waste Disposal Authority LF,238 County Road 476,Jonesboro,AR,Craighead,72404,35.719434,-90.68862
57,Crittenden County Sanitary Landfill,1299 Kuhn Road,West Memphis,AR,Crittenden,72301,35.13597,-90.25605999999999
58,Eco-Vista Landfill,2210 Waste Management Drive,Springdale,AR,Washington,72762,36.140147,-94.256073
60,Fort Smith SLF,5900 Commerce Road,Fort Smith,AR,Sebastian,72916,35.2926,-94.3704
61,IESI Cherokee Village Landfill,100 Landfill Road,Cherokee Village,AR,Fulton,72529,36.281259999999996,-91.63128
63,Jefferson County Landfill,6000 Gravel Pit Road,White Hall,AR,Jefferson,71602,34.346759999999996,-92.19214000000001
64,Little Rock City SW Landfill,10803 Ironton Cut Off Road,Little Rock,AR,Pulaski,72206,34.65129,-92.30241
65,Mississippi County LF,1695 East CR-506,Luxora,AR,Mississippi,72358,35.78,-89.97
66,Modelfill Landfill,3817 Mabelvale Pike,Little Rock,AR,Pulaski,72204,34.7124,-92.3318
68,Northeast AR RSWMD Landfill Phases 2 & 3,1810 Greene 890 Road,Paragould,AR,Greene,72450,36.085,-90.4539
69,Ozark Ridge Landfill,"10140 Ozark Ridge Access Lane
County Road 47 (South New Hope Road) and Hwy 7",Danville,AR,Yell,72833,35.09,-93.2079
70,"Rolling Meadows Landfill, Inc.",1420 Hamric Road,Hazen,AR,Prairie,72064,34.8476,-91.59002
71,Saline County RWMD LF,18511 W. Sardis Road,Bauxite,AR,Saline,72011,34.5606,-92.4818
72,Shannon Road Landfill,7700 Shannon Road,Pine Bluff,AR,Jefferson,71603,34.204169,-92.09411999999999
73,Two Pine Landfill,100 Two Pine Drive,North Little Rock,AR,Pulaski,72117,34.8371,-92.1497
74,Union County Recycling & Disposal Facility,3083 Smackover Highway,El Dorado,AR,Union,71730,33.32,-92.6855
75,Upper Southwest RSWMD,319 Landfill Road,Nashville,AR,Howard,71852,34.075,-93.868
76,27th Avenue Landfill,3060 S. 27th Avenue,Phoenix,AZ,Maricopa,85009,33.42,-112.1168
77,Apache County Regional Landfill - Blue Hills,"Highway 191
3 mi NE of St. Johns",St. Johns,AZ,Apache,85936,34.529,-109.31200000000001
78,Apache Junction LF,4050 South Tomahawk Road,Apache Junction,AZ,Pinal,85219,33.37893,-111.52877
79,Butterfield Station Landfill,40404 S. 99th Avenue,Mobile,AZ,Maricopa,85139,33.08,-112.2757
80,Cactus Landfill,22481 East Deep Well Ranch Road,Florence,AZ,Pinal,85132,32.7679,-111.3223
81,Cave Creek MSW Landfill,3955 E. Carefree Highway,Cave Creek,AZ,Maricopa,85331,33.79,-111.99700000000001
82,Cinder Lake MSW LF,6770 E. Cinder Lake Landfill Road,Flagstaff,AZ,Coconino,86004,35.306999999999995,-111.51700000000001
83,City of Chandler Landfill,3850 South McQueen Road,Chandler,AZ,Maricopa,85286,33.251,-111.8251
84,City of Glendale Municipal Landfill,11480 W Glendale Avenue,Glendale,AZ,Maricopa,85307,33.5364,-112.3065
85,Cochise County Western Regional Landfill,2595 N. Sagebrush Road,Huachuca City,AZ,Cochise,85616,31.718000000000004,-110.288
87,Copper Mountain Landfill,34853 East County 12th Street,Wellton,AZ,Yuma,85356,32.649,-114.05565
90,Durham Regional Landfill,"22316 S. Harmon Road
6 miles north and 3 miles east of the I-10 Red Rock Interchange (Exit 226)",Florence,AZ,Pinal,85132,32.68,-111.291
91,Gray Wolf Regional Landfill,23355 East Highway 169,Dewey,AZ,Yavapai,86327,34.5167,-112.0483
92,Harrison Landfill,9245 East Irvington Road,Tucson,AZ,Pima,85730,32.1627,-110.7902
94,Ironwood Landfill,12720 East Highway 287,Florence,AZ,Pinal,85232,33.0077,-111.4316
95,La Paz County Landfill,"26999 Highway 95
Mile Post 128",Parker,AZ,La Paz,85344,33.951822,-114.21653899999998
96,Lake Havasu Landfill,3251 East Chenoweth Drive,Lake Havasu City,AZ,Mohave,86404,34.5463,-114.339
97,Lone Cactus Landfill,21402 N. 7th Street,Phoenix,AZ,Maricopa,85024,33.682456,-112.065633
98,Los Reales Landfill,5300 E. Los Reales Road,Tucson,AZ,Pima,85756,32.1192,-110.88
99,Marana Regional Landfill,14508 West Avra Valley Road,Marana,AZ,Pima,85653,32.410302,-111.283295
100,Mohave Valley Landfill,3999 El Rodeo Road,Mohave Valley,AZ,Mohave,86426,35.0135,-114.56700000000001
101,North Center Street Landfill,2799 North Center Street,Scottsdale,AZ,Maricopa,85256,33.465,-111.8295
102,Northwest Regional MSW Landfill,19401 W. Deer Valley Road,Surprise,AZ,Maricopa,85387,33.678000000000004,-112.48100000000001
103,Painted Desert Landfill,9001 N. Porter Avenue,Joseph City,AZ,Navajo,86032,34.998000000000005,-110.3347
104,Queen Creek MSW Landfill,20224 E Riggs Road,Queen Creek,AZ,Maricopa,85142,33.2195,-111.6469
105,Rio Rico MSW Landfill,1500 W. Frontage Road,Rio Rico,AZ,Santa Cruz,85648,31.5194,-111.0186
106,Salt River Landfill,13602 N. Beeline Highway,Scottsdale,AZ,Maricopa,85256,33.508775,-111.77821399999999
108,Skunk Creek Landfill,3165 W. Happy Valley Road,Phoenix,AZ,Maricopa,85027,33.712759999999996,-112.12763999999999
109,South Yuma County Landfill,19536 S. Avenue 1 E,Yuma,AZ,Yuma,85365,32.5689,-114.61613
110,Southwest Regional Landfill,24427 S Highway 85,Buckeye,AZ,Maricopa,85326,33.34469,-112.62391000000001
111,State Route 85 Landfill,28633 W. Patterson Road,Buckeye,AZ,Maricopa,85326,33.178917,-112.66485
112,Tangerine Road MSW Landfill,10220 W. Tangerine Road,Marana,AZ,Pima,85653,32.41944,-111.1833
113,Tri-Cities Landfill,11630 North Beeline Highway,Scottsdale,AZ,Maricopa,85256,33.476,-111.8295
114,Vincent Mullins Landfill,East Speedway Boulevard,Tucson,AZ,Pima,85715,32.23565,-110.8378
115,Acme LF,950 Waterbird Way,Martinez,CA,Contra Costa,94553,38.034,-122.09056000000001
117,All Purpose Landfill,5401 Lafayette Street,Santa Clara,CA,Santa Clara,95054,37.41639,-121.97056
118,Allied Imperial Landfill,104 East Robinson Road,Imperial,CA,Imperial,92251,32.858000000000004,-115.52600000000001
119,Altamont Landfill & Resource Recovery Facility,10840 Altamont Pass Road,Livermore,CA,Alameda,94551,37.75,-121.65666999999999
122,American Avenue Landfill,18950 West American Avenue,Kerman,CA,Fresno,93630,36.66171,-120.1457
123,American Canyon SLF,End of Eucalyptus Drive,American Canyon,CA,Napa,94503,38.18056,-122.27556000000001
124,Anderson Landfill,18703 Cambridge Road,Anderson,CA,Shasta,96007,40.45,-122.28333400000001
126,Antelope Valley Recycling and Disposal Facility,1200 W. City Ranch Road,Palmdale,CA,Los Angeles,93551,34.567679999999996,-118.14993999999999
128,Apple Valley Disposal Site,Yucca Loma Road,Apple Valley,CA,San Bernardino,92307,34.5,-117.11
130,Arvin SLF,5500 North Wheeler Ridge Road,Arvin,CA,Kern,93203,35.1905,-118.9145
132,Austin Road Landfill,9999 South Austin Road,Manteca,CA,San Joaquin,95336,37.7795,-121.1767
133,Avenal Regional Landfill,"201 North Hydril Road
1200 Skyline Boulevard",Avenal,CA,Kings,93204,36.01195,-120.11535
134,"Azusa Land Reclamation Company, Inc.",1211 W. Gladstone Street,Azusa,CA,Los Angeles,91702,34.1159,-117.929
135,Badlands SLF,31125 Ironwood Avenue,Moreno Valley,CA,Riverside,92555,33.95349,-117.11758
136,Baker Refuse Disposal Site,72799 Soda Baker Road,Baker,CA,San Bernardino,92309,35.233000000000004,-116.061
137,Bakersfield City Landfill,4200 Panorama Drive,Bakersfield,CA,Kern,93306,35.41418,-118.94949
138,Bakersfield Metropolitan SLF (BENA),"2951 Neumarkel Road
17 miles E of Bakersfield, off Hwy 58",Edison,CA,Kern,93220,35.34387,-118.75846999999999
140,Barstow Sanitary Landfill,32553 Barstow Road,Barstow,CA,San Bernardino,92311,34.833890000000004,-117.02
141,Bass Hill LF,"469-700 Johnstonville Dump Road
off Hwy 395",Johnstonville,CA,Lassen,96130,40.35281,-120.55508
143,Ben Lomond Solid Waste Disposal Site,9835 Newell Creek Road,Ben Lomond,CA,Santa Cruz,95005,37.09375,-122.07535
148,Big Bear Refuse Disposal Site,38550 Holcomb Valley Road,Big Bear City,CA,San Bernardino,92314,34.2994,-116.8736
150,Billy Wright Landfill,17173 S. Billy Wright Road,Los Banos,CA,Merced,93635,37.03949,-120.97235
151,Bishop Sunland,110 Sunland Reservation Road,Bishop,CA,Inyo,93514,37.329609999999995,-118.40007
152,BKK Landfill-Phases I & II,2210 South Azusa Avenue,West Covina,CA,Los Angeles,91792,34.0353,-117.913
154,Blythe Disposal Site,1000 Midland Road,Blythe,CA,Riverside,92225,33.70478,-114.62673000000001
156,Bonzi SLF,2650 West Hatch Road,Modesto,CA,Stanislaus,95358,37.60566,-121.03683999999998
157,Boron SLF,11400 Boron Avenue,Boron,CA,Kern,93516,34.99028,-117.6475
158,Borrego Landfill,2449 Palm Canyon Road,Borrego Springs,CA,San Diego,92004,33.248000000000005,-116.29299999999999
159,Bradley Landfill,9227 Tujunga Avenue,Sun Valley,CA,Los Angeles,91352,34.23753,-118.38042
163,Buena Vista Drive SLF,"1231 Buena Vista Drive
150 Rountree Lane",Watsonville,CA,Santa Cruz,95076,36.91738,-121.81142
164,Burbank LF Site No. 3,2500 N. Bel Aire Drive,Burbank,CA,Los Angeles,91504,34.21018,-118.31192
166,Calabasas SLF,5300 Lost Hills Road,Agoura Hills,CA,Los Angeles,91301,34.14862,-118.70953
168,California Street LF,2151 Nevada Street,Redlands,CA,San Bernardino,92373,34.088609999999996,-117.221
177,Chateau Fresno LF,8662 W. Muscat,Fresno,CA,Fresno,93706,36.6856,-119.9397
179,Chestnut Avenue SLF,12825 South Chestnut Avenue,Fresno,CA,Fresno,93725,36.5513,-119.7387
180,Chicago Grade LF,2290 Homestead Road,Templeton,CA,San Luis Obispo,93465,35.52333,-120.63028
181,China Grade SLF,"6500 Camino Grande Drive
E of Alfred Harrell Hwy & Fairfax Road",Bakersfield,CA,Kern,93306,35.42499,-118.92934
183,Chiquita Canyon SLF,29201 Henry Mayo Drive,Castaic,CA,Los Angeles,91384,34.428059999999995,-118.64661000000001
184,City of Clovis LF,15679 Auberry Road,Clovis,CA,Fresno,93619,36.943000000000005,-119.685
185,City of Fresno Landfill,1707 West Jensen Avenue,Fresno,CA,Fresno,93706,36.7067,-119.8311
186,City of Lompoc SLF,700 S. Avalon Road,Lompoc,CA,Santa Barbara,93436,34.65271,-120.44256000000001
187,City of Paso Robles LF,9000 Highway 46 East,Paso Robles,CA,San Luis Obispo,93446,35.663000000000004,-120.53200000000001
189,City of Sacramento Landfill,20 28th Street,Sacramento,CA,Sacramento,95816,38.58583,-121.46388999999999
190,City of Santa Cruz SLF,605 Dimeo Lane,Santa Cruz,CA,Santa Cruz,95060,36.97602,-122.10608
191,City of Ukiah Solid Waste Disposal Site,3100 Vichy Springs Road,Ukiah,CA,Mendocino,95482,39.16944,-123.16417
192,City of Watsonville Landfill,730 San Andreas Road,Watsonville,CA,Santa Cruz,95076,36.914,-121.824
195,Clover Flat Landfill,4380 Silverado Trail,Calistoga,CA,Napa,94515,38.5848,-122.53399999999999
196,Coachella Valley Disposal Site,"Landfill Road N.
87-011 44th Avenue",Coachella,CA,Riverside,92236,33.725,-116.14200000000001
197,Coalinga Disposal Site,30825 Lost Hills Road,Coalinga,CA,Fresno,93210,36.10972,-120.35918000000001
198,Cold Canyon LF Solid Waste Disposal Site,2268 Carpenter Canyon Road,San Luis Obispo,CA,San Luis Obispo,93401,35.1873,-120.59579
199,Colton Sanitary Landfill,850 Tropica Rancho Road,Colton,CA,San Bernardino,92324,34.045559999999995,-117.33861
200,Contra Costa SLF,"James Donlon Boulevard
1/4mi E/O Somersville Road",Antioch,CA,Contra Costa,94509,37.9875,-121.84528
201,Corona Disposal Site,1300 Magnolia Avenue,Corona,CA,Riverside,92879,33.8674,-117.5395
202,Corral Hollow LF,31130 S. Corral Hollow Road,Tracy,CA,San Joaquin,95377,37.67,-121.45666999999999
203,Coyote Canyon SLF,20661 Newport Coast Drive,Newport Beach,CA,Orange,92657,33.6267,-117.8312
204,Crazy Horse Landfill,350 Crazy Horse Canyon Road,Salinas,CA,Monterey,93907,36.7946,-121.61511000000002
205,Crescent City SLF,"Hights Access Road
Off Old Mill Road",Crescent City,CA,Del Norte,95531,41.79083,-124.21861000000001
206,Cummings Road Landfill,5775 Cummings Road,Eureka,CA,Humboldt,95503,40.76167,-124.08833
207,CWMI - KHF (MSW Landfill B-19),35251 Old Skyline Road,Kettleman City,CA,Kings,93239,36.100395899999995,-120.02029640000002
208,Davis Street LF,2615 Davis Street,San Leandro,CA,Alameda,94577,37.7144,-122.1948
213,Double Butte Disposal Site,31710 Grand Avenue,Winchester,CA,Riverside,92596,33.72,-117.10833000000001
218,Eastlake SLF,16015 Davis Avenue,Clearlake,CA,Lake,95422,38.95333,-122.60083
219,Edom Hill Disposal Site,"70-100 Edom Hill Road
1.3 miles East of Varner Road",Desert Hot Springs,CA,Riverside,92241,33.881409999999995,-116.44632
221,El Sobrante SLF,10910 Dawson Canyon Road,Corona,CA,Riverside,92883-5020,33.79923,-117.46786000000002
224,Fairmead Solid Waste Disposal Site,21739 Road 19,Chowchilla,CA,Madera,93610,37.064679999999996,-120.1991
225,Fink Road LF,4000 Fink Road,Crows Landing,CA,Stanislaus,95313,37.38816,-121.13633
226,"Foothill Sanitary Landfill, Inc.",6484 North Waverly Road,Linden,CA,San Joaquin,95236,38.0371,-120.94488999999999
229,Forward Landfill,9999 S. Austin Road,Manteca,CA,San Joaquin,95336,37.874624,-121.1833
231,Frank R. Bowerman SLF,11002 Bee Canyon Access Road,Irvine,CA,Orange,92602,33.72053,-117.70947
234,Geer Road SLF,750 Geer Road,Modesto,CA,Stanislaus,95357,37.626090000000005,-120.85
239,Guadalupe Rubbish Disposal Facility,15999 Guadalupe Mines Road,San Jose,CA,Santa Clara,95120,37.21139,-121.90138999999999
240,Hanford SLF,"7803 Hanford-Armona Road
at SE corner of INT with Hwy 43",Hanford,CA,Kings,93230,36.30907,-119.59573
242,Harney Lane SLF,1/4 Mi E Of Jack Tone Road,Lodi,CA,San Joaquin,95240,38.0994,-121.1364
243,Healdsburg Landfill,166 Alexander Valley Road,Healdsburg,CA,Sonoma,95448,38.6508,-122.8685
244,Herlong Disposal Facility,County Road 328,Herlong,CA,Lassen,96113,40.13669,-120.17018999999999
245,Hesperia Refuse Disposal Site,7 miles South on Hesperia Road,Hesperia,CA,San Bernardino,92345,34.346,-117.34899999999999
246,Highgrove SLF,1420 Pigeon Pass Road,Highgrove,CA,Riverside,92507,34.00667,-117.28667
247,Highway 59 Landfill,"7040 N. Hwy 59
6 miles N. of Merced",Merced,CA,Merced,95348,37.39389,-120.49778
248,Hillside Solid Waste Disposal Site,1 Sand Hill Road,Colma,CA,San Mateo,94014,37.683,-122.444
250,Hot Spa Cut & Fill Site,10466 Spa Road,Niland,CA,Imperial,92257,33.415279999999996,-115.67611000000001
254,Industry Hills Sheraton Resort,#1 Industry Hills Parkway,Industry Hills,CA,Los Angeles,91744,34.021,-117.92778
257,John Smith Road Class III Landfill,2650 John Smith Road,Hollister,CA,San Benito,95023,36.825,-121.324
258,Johnson Canyon SLF,31400 Johnson Canyon Road,Gonzales,CA,Monterey,93926,36.53167,-121.40666999999999
260,Keller Canyon LF,901 Bailey Road,Pittsburg,CA,Contra Costa,94565,38.00472,-121.93611000000001
264,Kiefer LF,12701 Kiefer Boulevard & Grant Line Road,Sloughhouse,CA,Sacramento,95683,38.520990000000005,-121.1989
265,Kirby Canyon Recycling & Disposal Facility,910 Coyote Creek Golf Drive,Morgan Hill,CA,Santa Clara,95037,37.18507,-121.67108999999999
266,L & D Landfill Company,8635 Fruitridge Road,Sacramento,CA,Sacramento,95826,38.528,-121.37799999999999
268,Lamb Canyon Sanitary Landfill,16411 Lamb Canyon Road,Beaumont,CA,Riverside,92223,33.88389,-116.99722
269,Lancaster Landfill,600 East Avenue `F`,Lancaster,CA,Los Angeles,93535,34.7474,-118.1165
270,Landers Sanitary Landfill,"59200 Winters Road
1/2 mile E. of Avalon Avenue",Landers,CA,San Bernardino,92285,34.24048,-116.38152
271,Las Pulgas LF,"1 mi N of Camp Pulgas, off Basilone Road",Camp Pendleton (Mil Res),CA,San Diego,92055,33.36444,-117.41921
275,Lenwood-Hinkley Refuse Disposal Site,37751 Lenwood Road,Lenwood,CA,San Bernardino,92311,34.9355,-117.1183
276,Lewis Road SLF,1010 Lewis Road,Pajaro,CA,Monterey,95076,36.880829999999996,-121.69944
278,Lopez Canyon SLF,11950 Lopez Canyon Road,Sylmar,CA,Los Angeles,91342,34.290279999999996,-118.39111000000001
279,Lost Hills SLF,14251 Holloway Road,Lost Hills,CA,Kern,93249,35.6311,-119.75731999999999
281,Loyalton LF,"Garbage Pit Road
1 Mi E Loyalton",Loyalton,CA,Sierra,96118,39.67,-120.22
282,Lucerne Valley Disposal Site,Camp Rock Road,Lucerne Valley,CA,San Bernardino,92356,34.4307,-116.8542
285,Marsh Road LF,"1600 Marsh Road
North End Of Marsh Road at Bayfront Expwy",Menlo Park,CA,San Mateo,94025,37.4929,-122.1759
287,McCourtney LF,14741 Wolf Mountain Road,Grass Valley,CA,Nevada,95949,39.1726,-121.1121
288,McFarland-Delano SLF,"Stradley Avenue
3 mi S. of Delano",Delano,CA,Kern,93215,35.741,-119.25399999999999
289,Mead Valley Disposal Site,22376 Forrest Road,Perris,CA,Riverside,92570,33.7957,-117.2832
292,Mid-Valley Sanitary LF,2390 N. Alder Avenue,Rialto,CA,San Bernardino,92377,34.14333,-117.43
293,Milliken SLF,2050 S. Milliken Avenue,Ontario,CA,San Bernardino,91761,34.0365,-117.5583
294,Mission Canyon Landfill,1801 & 2501 North Sepulveda Boulevard,Los Angeles,CA,Los Angeles,90049,34.1102,-118.4824
295,Mission Hills,12445 Mountaingate Drive,Los Angeles,CA,Los Angeles,90049,34.1073,-118.4876
296,Mojave-Rosamond SLF,400 Silver Queen Road,Mojave,CA,Kern,93501,34.993359999999996,-118.13881
297,Monterey Peninsula SLF,14201 Del Monte Blvd,Marina,CA,Monterey,93933,36.71333,-121.76666999999999
298,Morongo Disposal Site,1/2 mile East of Highway 62,Morongo Valley,CA,San Bernardino,92256,34.0557,-116.55799999999999
300,Neal Road Recycling and Waste Facility,1023 Neal Road,Paradise,CA,Butte,95969,39.67425,-121.72928999999999
301,Needles Solid Waste Disposal Site,13930 Needles Landfill Road,Needles,CA,San Bernardino,92363,34.8526,-114.631
303,Newberry Springs Disposal Site,"Poniete Drive
3 miles South of Highway 66",Newberry Springs,CA,San Bernardino,92365,34.791,-116.66
304,"Newby Island SLF Phases I, II, & III",1601 Dixon Landing Road,Milpitas,CA,Santa Clara,95035,37.45897,-121.94108
305,Niland Cut & Fill Site,8450 Cuff Road,Niland,CA,Imperial,92257,33.27111,-115.49167
307,North County SLF,17720 East Harney Lane,Lodi,CA,San Joaquin,95240,38.097,-121.10193999999998
308,North Miramar SLF,5180 Convoy Street,San Diego,CA,San Diego,92111,32.856,-117.162
311,Olinda Alpha SLF,1942 N. Valencia Avenue,Brea,CA,Orange,92823,33.933609999999994,-117.84361000000001
312,"Operating Industries, Inc. LF (OII)","900 Potrero Grande Drive
End of Greenwood Avenue",Monterey Park,CA,Los Angeles,91754,34.031,-118.10799999999999
313,Orange Avenue Disposal Inc.,3280 South Orange Avenue,Fresno,CA,Fresno,93725,36.68694,-119.76306000000001
315,Otay LF,1700 Maxwell Road,Chula Vista,CA,San Diego,91911,32.604,-117.005
316,Ox Mountain SLF,12310 San Mateo Road,Half Moon Bay,CA,San Mateo,94019,37.499,-122.412
317,Oxnard Landfills,4105 West Gonzales Road,Oxnard,CA,Ventura,93036,34.22857,-119.22435
318,Palo Alto LF,2830 Embarcadero Road,Palo Alto,CA,Santa Clara,94303,37.45,-122.105
320,Palos Verdes Landfill,25680 Hawthorne Boulevard,Rolling Hills Estates,CA,Los Angeles,90274,33.79189,-118.35243
322,Penrose LF,8251 - 8301 Tujunga Avenue,Sun Valley,CA,Los Angeles,91352,34.2186,-118.3816
323,Phelan Refuse Disposal Site,10130 Buckwheat Road,Phelan,CA,San Bernardino,92371,34.4343,-117.6075
328,Potrero Hills SLF,3675 Potrero Hills Lane,Suisun City,CA,Solano,94585,38.22333,-121.97778000000001
329,Prima Deshecha SLF,32250 La Pata Avenue,San Juan Capistrano,CA,Orange,92675,33.486540000000005,-117.62491000000001
330,Puente Hills LF,2800 S. Workman Mill Road,Whittier,CA,Los Angeles,90601,34.02033,-118.00603999999998
332,Ramona Avenue Landfill,20630 Pamo Road,Ramona,CA,San Diego,92065,33.085,-116.863
334,Recology Hay Road LF,6426 Hay Road,Vacaville,CA,Solano,95687,38.31497,-121.83164
335,Recology Ostrom Road LF,5900 Ostrom Road,Wheatland,CA,Yuba,95692,39.071709999999996,-121.3925
336,Recology Pacheco Pass LF,3665 Pacheco Pass Highway,Gilroy,CA,Santa Clara,95020,36.99577,-121.4789
337,Recology Yuba-Sutter Landfill,3001 North Levee Road,Marysville,CA,Yuba,95901,39.1671,-121.55708
339,Redwood SLF,8950 Redwood Highway,Novato,CA,Marin,94945,38.1661,-122.57921999999999
340,Ridgecrest-Inyokern SLF,3301 Bowman Road,Ridgecrest,CA,Kern,93555,35.602540000000005,-117.73755
342,Rock Creek LF,12021 Hunt Road,Milton,CA,Calaveras,95252,38.03535,-120.8418
347,San Marcos LF,1595 San Elijo Road,San Marcos,CA,San Diego,92078,33.07833,-117.165
349,San Onofre LF,2.7 Mi E Basilone Gate,Camp Pendleton (Mil Res),CA,San Diego,92672,33.39667,-117.54028000000001
350,San Timoteo Solid Waste Disposal Site,31 Refuse Road,Redlands,CA,San Bernardino,92373,34.0117,-117.2133
351,Santa Maria Regional Landfill,2065 E. Main Street,Santa Maria,CA,Santa Barbara,93454,34.9525,-120.3831
353,Santiago Canyon SLF,3099 Santiago Canyon Road,Orange,CA,Orange,92862,33.77639,-117.74111
354,Savage Canyon LF,13919 East Penn Street,Whittier,CA,Los Angeles,90602,33.9799,-118.0171
355,Scholl Canyon SLF,3001 Scholl Canyon Road,Glendale,CA,Los Angeles,91206,34.15188,-118.19673
356,Shafter-Wasco SLF,17621 Scofield Road,Shafter,CA,Kern,93263,35.51042,-119.41085
357,Sheldon-Arleta LF,12455 Wicks Street,Sun Valley,CA,Los Angeles,91352,34.2263,-118.4044
