Unnamed: 0,Landfill Name,State_x,County,State_y,"Age-Adjusted Incidence Rate - cases per 100,000",Average Annual Count,Recent Trend,Clean State
1868,Alderson Regional Landfill,OK,Pittsburg, Oklahoma,417.2,252,falling,OK
1869,American Environmental Landfill,OK,Osage, Oklahoma,362.5,233,falling,OK
1870,Broken Arrow LF,OK,Wagoner, Oklahoma,402.7,366,stable,OK
1873,Cherokee Nation SLF,OK,Adair, Oklahoma,440.1,112,stable,OK
1876,City of Okmulgee Landfill,OK,Okmulgee, Oklahoma,489.8,246,stable,OK
1877,City of Sallisaw Solid Waste Disposal Facility,OK,Sequoyah, Oklahoma,441.4,236,stable,OK
1878,East Oak SLF,OK,Oklahoma, Oklahoma,466.5,3759,falling,OK
1882,Great Plains Landfill,OK,Grady, Oklahoma,398.2,259,stable,OK
1883,Lawton LF,OK,Comanche, Oklahoma,440.2,525,stable,OK
1885,Muskogee Community LF,OK,Muskogee, Oklahoma,497.7,422,stable,OK
1886,Newcastle Landfill,OK,McClain, Oklahoma,492,215,stable,OK
1890,Oklahoma Environmental Management Authority (OEMA) Landfill,OK,Canadian, Oklahoma,426.9,583,falling,OK
1893,Perkins,OK,Payne, Oklahoma,407.5,292,falling,OK
1894,Ponca City Landfill,OK,Kay, Oklahoma,471.3,275,stable,OK
1896,Quarry LF,OK,Tulsa, Oklahoma,481.4,3284,stable,OK
1897,Red Carpet Landfill Inc.,OK,Major, Oklahoma,431.7,45,stable,OK
1901,Southern OK Regional Disposal LF,OK,Carter, Oklahoma,474.3,280,stable,OK
1908,Coffin Butte LF,OR,Benton, Oregon,379.2,371,falling,OR
1909,Columbia Ridge LF,OR,Gilliam, Oregon,443,14,stable,OR
1910,Crook County Landfill,OR,Crook, Oregon,502.4,175,stable,OR
1912,Finley Buttes Regional Landfill,OR,Morrow, Oregon,426.2,57,stable,OR
1915,Klamath Falls LF,OR,Klamath, Oregon,462.7,421,stable,OR
1916,Knott Landfill,OR,Deschutes, Oregon,450.8,1064,falling,OR
1920,"Riverbend Landfill Company, Inc.",OR,Yamhill, Oregon,447.7,555,stable,OR
1922,Rossman's Landfill,OR,Clackamas, Oregon,463,2336,stable,OR
1923,Short Mountain LF,OR,Lane, Oregon,389.9,1846,falling,OR
1925,St. Johns LF,OR,Multnomah, Oregon,458,3743,falling,OR
1927,Wasco County Landfill,OR,Wasco, Oregon,435.5,157,falling,OR
1930,Advanced Disposal Greentree Landfill,PA,Elk, Pennsylvania,512.2,235,stable,PA
1931,Advanced Disposal Services Sandy Run Landfill,PA,Bedford, Pennsylvania,474.6,346,stable,PA
1932,Alliance SLF,PA,Lackawanna, Pennsylvania,479.3,1381,stable,PA
1937,Bradford County Landfill,PA,Bradford, Pennsylvania,479.7,417,stable,PA
1940,Commonwealth Environmental Systems (CES) LF,PA,Schuylkill, Pennsylvania,504.7,1030,stable,PA
1941,Conestoga LF,PA,Berks, Pennsylvania,486.2,2491,stable,PA
1943,County Environmental Landfill of Clarion,PA,Clarion, Pennsylvania,465.1,242,stable,PA
1945,Dauphin Meadows LF,PA,Dauphin, Pennsylvania,471.8,1585,stable,PA
1948,Evergreen Landfill,PA,Indiana, Pennsylvania,439.6,480,falling,PA
1949,Fairless Landfill,PA,Bucks, Pennsylvania,490.9,4081,falling,PA
1953,Greater Lebanon Refuse Authority LF,PA,Lebanon, Pennsylvania,467.3,855,stable,PA
1954,Greenridge Reclamation Landfill,PA,Westmoreland, Pennsylvania,487.8,2609,stable,PA
1957,Imperial Sanitary Landfill,PA,Allegheny, Pennsylvania,487.8,7927,falling,PA
1958,J.J. Brunner LF,PA,Beaver, Pennsylvania,487.3,1181,stable,PA
1967,Laurel Highlands LF,PA,Cambria, Pennsylvania,475.4,952,falling,PA
1969,Lycoming County Landfill,PA,Lycoming, Pennsylvania,496.3,754,stable,PA
1973,McKean County LF,PA,McKean, Pennsylvania,476.1,268,stable,PA
1974,Mifflin County Solid Waste Authority LF,PA,Mifflin, Pennsylvania,470.7,311,stable,PA
1989,SECCRA Community Landfill,PA,Chester, Pennsylvania,477.9,2933,falling,PA
2035,Central LF,RI,Providence, Rhode Island,463.8,3359,falling,RI
2037,Tiverton Landfill #2,RI,Newport, Rhode Island,462.7,555,falling,RI
2043,Anderson Regional Landfill,SC,Anderson, South Carolina,464.9,1152,falling,SC
2046,Bees Ferry Road Subtitle D LF,SC,Charleston, South Carolina,450.7,2044,falling,SC
2047,Berkeley County Subtitle D LF,SC,Berkeley, South Carolina,452.7,960,stable,SC
2048,Blackberry Valley Landfill,SC,Greenville, South Carolina,465.7,2628,falling,SC
2053,Croft Landfill,SC,Spartanburg, South Carolina,472.8,1675,stable,SC
2057,Georgetown County Subtitle D LF,SC,Georgetown, South Carolina,473.5,467,stable,SC
2058,Greenwood County Landfills,SC,Greenwood, South Carolina,430.8,381,falling,SC
2060,Highway 321 Lexington County Landfill,SC,Lexington, South Carolina,447.3,1466,falling,SC
2061,Horry County SWA Landfill,SC,Horry, South Carolina,454.8,2068,falling,SC
2062,Kershaw County Landfill,SC,Kershaw, South Carolina,443.7,365,falling,SC
2064,Langley Landfill,SC,Aiken, South Carolina,411.8,891,stable,SC
2077,Seneca MSWLF,SC,Oconee, South Carolina,448.7,511,falling,SC
2085,Williamsburg County MSWLF,SC,Williamsburg, South Carolina,476.7,210,stable,SC
2087,Brookings Regional Landfill,SD,Brookings, South Dakota,494.9,147,stable,SD
2089,City of Mitchell Landfill,SD,Davison, South Dakota,491.3,124,stable,SD
2090,Pierre Landfill,SD,Hughes, South Dakota,460.7,100,stable,SD
2091,Rapid City Landfill,SD,Pennington, South Dakota,422.4,551,falling,SD
2092,Sioux Falls Regional Sanitary Landfill (SFRSL),SD,Minnehaha, South Dakota,532.9,985,stable,SD
2093,Tri-County Landfill,SD,Brule, South Dakota,543.1,37,stable,SD
2095,Watertown Regional Landfill,SD,Codington, South Dakota,471.7,166,stable,SD
2100,Bolivar-Hardeman County LF,TN,Hardeman, Tennessee,502,168,stable,TN
2102,Bradley County LF,TN,Bradley, Tennessee,448.9,567,stable,TN
2106,Carter Valley Landfill,TN,Hawkins, Tennessee,493.2,388,stable,TN
2110,Cheatham County LF,TN,Cheatham, Tennessee,497.8,229,stable,TN
2117,Cocke County LF,TN,Cocke, Tennessee,479.6,241,stable,TN
2128,Dyersburg City LF,TN,Dyer, Tennessee,458.7,214,stable,TN
2140,Gratio LF,TN,Obion, Tennessee,491.3,210,stable,TN
2164,Lakeway Sanitation & Recycling Class I,TN,Hamblen, Tennessee,468,384,stable,TN
2172,Matlock Bend Landfill,TN,Loudon, Tennessee,500.6,412,stable,TN
2175,McMinn County LF,TN,McMinn, Tennessee,441.3,320,stable,TN
2181,Milan City LF,TN,Gibson, Tennessee,473.8,301,stable,TN
2192,Pickett County LF,TN,Pickett, Tennessee,376.4,32,stable,TN
2193,Pulaski City LF,TN,Giles, Tennessee,434.9,178,stable,TN
2198,Rhea County LF,TN,Rhea, Tennessee,511.7,218,stable,TN
2199,Roane County Solid Waste Authority,TN,Roane, Tennessee,432.5,351,falling,TN
2205,"Sevier Solid Waste, Incorporated",TN,Sevier, Tennessee,493.5,635,stable,TN
2207,Smith County LF,TN,Smith, Tennessee,439,106,stable,TN
2223,Williamson County LF,TN,Williamson, Tennessee,435.3,973,falling,TN
2225,121 Regional Disposal Facility,TX,Collin, Texas,402.3,3374,falling,TX
2228,Altair Disposal Services LLC,TX,Colorado, Texas,408.9,127,stable,TX
2229,Angelina County Waste Management Center,TX,Angelina, Texas,457.2,465,falling,TX
2230,Arlington LF,TX,Tarrant, Texas,437.7,8096,falling,TX
2231,Atascocita RDF,TX,Harris, Texas,395.1,15735,falling,TX
2232,Austin Community RDF,TX,Travis, Texas,391.9,3889,stable,TX
2233,Baytown Landfill,TX,Chambers, Texas,435,168,falling,TX
2234,Bell County/Sparks LF,TX,Bell, Texas,486.3,1403,stable,TX
2241,Blue Ridge LF,TX,Fort Bend, Texas,372.3,2451,falling,TX
2242,Brownsville Municipal Landfill,TX,Cameron, Texas,370.9,1511,falling,TX
2243,C&T Regional Landfill,TX,Hidalgo, Texas,331.7,2357,falling,TX
2244,Caliche Canyon LF,TX,Lubbock, Texas,417.9,1185,falling,TX
2245,Camelot Landfill,TX,Denton, Texas,408.5,2746,stable,TX
2246,Cefe Valenzuela Landfill,TX,Nueces, Texas,380.5,1471,falling,TX
2247,Charles M Hinton Jr Regional Landfill,TX,Dallas, Texas,421.1,9700,stable,TX
2248,Charter Waste Landfill,TX,Ector, Texas,423.6,562,falling,TX
2249,City of Amarillo Landfill,TX,Potter, Texas,455.1,543,falling,TX
2254,City of Corsicana LF,TX,Navarro, Texas,428.8,255,stable,TX
2260,City of Kingsville Landfill,TX,Kleberg, Texas,454.4,136,stable,TX
2261,City of Laredo LF,TX,Webb, Texas,328.7,685,falling,TX
2264,City of Nacogdoches Landfill,TX,Nacogdoches, Texas,372.5,252,falling,TX
2266,City of Pampa LF,TX,Gray, Texas,421.2,114,falling,TX
2267,City of Perryton Landfill,TX,Ochiltree, Texas,353.8,34,stable,TX
2270,City of Snyder Landfill,TX,Scurry, Texas,388.5,76,stable,TX
2271,City of Sweetwater LF,TX,Nolan, Texas,448.8,86,stable,TX
2272,City of Victoria Landfill,TX,Victoria, Texas,439.6,453,falling,TX
2273,City of Waco LF,TX,McLennan, Texas,414.7,1081,falling,TX
2276,Coastal Plains RDF,TX,Galveston, Texas,389.4,1380,falling,TX
2278,Covel Gardens RDF,TX,Bexar, Texas,393,7118,falling,TX
2279,CSC Disposal and Landfill,TX,Ellis, Texas,444.9,743,falling,TX
2290,Fort Hood Landfill,TX,Coryell, Texas,478.6,294,stable,TX
2297,Hillside Landfill,TX,Grayson, Texas,470.9,754,falling,TX
2301,IESI East Texas Regional Landfill,TX,Rusk, Texas,450.7,291,stable,TX
2304,IESI Weatherford Landfill,TX,Parker, Texas,455.9,679,falling,TX
2305,Itasca Landfill,TX,Hill, Texas,434.1,215,stable,TX
2307,Kerrville Landfill,TX,Kerr, Texas,394.1,334,falling,TX
2312,Maloy Landfill,TX,Hunt, Texas,461.6,498,stable,TX
2318,Mesquite Creek LF,TX,Comal, Texas,394.7,660,falling,TX
2322,New Boston Landfill,TX,Bowie, Texas,412,461,falling,TX
2328,Pine Hill LF,TX,Gregg, Texas,488.9,674,stable,TX
2329,Pleasant Oaks Landfill,TX,Titus, Texas,384.2,131,falling,TX
2333,Rock Prairie Road Landfill,TX,Brazos, Texas,373.1,581,falling,TX
2335,San Angelo Landfill,TX,Tom Green, Texas,427.7,556,stable,TX
2336,Seabreeze Environmental Landfill,TX,Brazoria, Texas,412.1,1384,falling,TX
2338,Sinton Landfill,TX,San Patricio, Texas,414.3,305,falling,TX
2340,Southwest Landfill,TX,Randall, Texas,427.7,614,falling,TX
2348,Twin Oaks Landfill,TX,Grimes, Texas,400.1,139,stable,TX
2353,Bayview LF,UT,Utah, Utah,384.2,1452,stable,UT
2356,Bountiful Sanitary LF,UT,Davis, Utah,410.1,1136,stable,UT
2359,Carbon County LF,UT,Carbon, Utah,422.1,102,stable,UT
2360,City of Logan Sanitary Landfill,UT,Cache, Utah,389.9,347,stable,UT
2363,Duchesne County LF,UT,Duchesne, Utah,478.7,86,stable,UT
2365,Emery County LF,UT,Emery, Utah,406.5,48,stable,UT
2373,Iron County/ Armstrong Pit LF,UT,Iron, Utah,445.4,196,stable,UT
2374,Juab Rural Development Agency Landfill,UT,Juab, Utah,350.7,34,stable,UT
2376,Leekay Landfill,UT,Salt Lake, Utah,409,3989,falling,UT
2378,Manila City LF,UT,Daggett, Utah,474.5,8,*,UT
2379,Millard County LF,UT,Millard, Utah,389,57,stable,UT
2385,Rich County LF,UT,Rich, Utah,254.1,8,falling,UT
2394,Tekoi Landfill,UT,Tooele, Utah,440.2,224,stable,UT
2399,Uintah County/Vernal City LF,UT,Uintah, Utah,402.8,123,stable,UT
2403,Weber County LF,UT,Weber, Utah,390.7,893,falling,UT
2409,Amherst County Landfill,VA,Amherst, Virginia,425.7,194,falling,VA
2411,Augusta County Service Authority Landfill,VA,Augusta, Virginia,469.2,495,stable,VA
2416,Bethel LF,VA,Hampton city,0,0,0,0,0
